idannonce,etage,surface,surface_terrain,nb_pieces,mensualiteFinance,balcon,eau,bain,dpeC,mapCoordonneesLatitude,mapCoordonneesLongitude,nb_etages,places_parking,cave,annee_construction,nb_toilettes,ascenseur,nb_logements_copro,charges_copro,logement_neuf,duree_int,INSEE_COM,IRIS,CODE_IRIS,GRD_QUART,UU2010,REG,DEP,loyer_m2_median_n7,nb_log_n7,taux_rendement_n7,prix_median_commune,prix_median_type,prix_median_pieces,prix_median_nb_etage,annee_2019,annee_2020,annee_2021,annee_2022,annee_2023,expo_nord,expo_sud,expo_est,expo_ouest,expo_inconnue,chauf_radiateur,chauf_sol,chauf_convecteur,chauf_poele_bois,chauf_pac,chauf_clim_rev,chauf_cheminee,chauf_inconnu,energie_gaz,energie_elec,energie_fioul,energie_bois,energie_inconnue,chauffage_mode_individuel,chauffage_mode_collectif,chauffage_mode_central,chauffage_mode_inconnu,dpe_A,dpe_B,dpe_C,dpe_D,dpe_E,dpe_F,dpe_G,dpe_inconnu,ges_A,ges_B,ges_C,ges_D,ges_E,ges_F,ges_G,ges_inconnu,typedetransaction_pi,typedetransaction_v,typedetransaction_vp,annonce_exclusive_0,annonce_exclusive_Non,annonce_exclusive_Oui,categorie_annonceur_a,categorie_annonceur_b,categorie_annonceur_ca,categorie_annonceur_cm,categorie_annonceur_m,categorie_annonceur_network,typedebien_lite_a,typedebien_lite_m,TYP_IRIS_x_D,TYP_IRIS_x_H,TYP_IRIS_x_Z,TYP_IRIS_y_H,TYP_IRIS_y_Z
ag681332-333851388,1,103,130.196,5,0,0,1,1,155.0,47.56584,7.4638,1,2,1,2006,2,0,50,1692.0,0,87,68013,0,680130000,6801300,68000,44,68,9.4,2,0.042,341000.0,172000.0,230000.0,199900.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
hektor-immomstrasbourg-1946,0,122,1500.0,6,0,0,0,1,361.0,47.81285,7.10194,2,2,0,1920,2,0,17,676.8520000000001,0,8,68334,104,683340104,6833401,68402,44,68,10.38,3,0.085,226380.0,318000.0,360968.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag681158-360669559,0,116,452.0,6,0,0,0,1,249.0,47.73451,7.42862,2,1,1,1957,2,0,14,713.652,0,28,68118,0,681180000,6811800,68701,44,68,10.0,3,0.038,367250.0,318000.0,360968.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
160646779,0,132,640.0,5,0,0,0,0,267.8,47.70159,7.35646,2,3,0,1986,2,0,12,123.2,1,7,68055,0,680550000,6805500,68000,44,68,13.0,1,0.085,381200.0,318000.0,315000.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag671791-372881338,4,79,132.0,3,0,1,0,1,156.0,48.07775,7.35796,4,1,1,1971,1,1,110,2280.0,0,8,68066,102,680660102,6806601,68501,44,68,10.63,512,0.101,181000.0,172000.0,179900.0,139000.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
immo-facile-43362039,0,95,36.0,4,0,0,0,1,168.0,47.75823,7.34989,9,1,1,2004,1,1,24,1873.0,0,50,68224,401,682240401,6822401,68701,44,68,9.22,388,0.046,118444.0,172000.0,194400.0,107450.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-323720966-pp-211119-155708,0,90,624.0,5,0,0,0,0,224.0,48.14746,7.48829,2,4,1,1959,1,0,2,452.2,1,36,68110,0,681100000,6811000,68000,44,68,11.948000000000002,1,0.0518,322000.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
snpi-5208122,0,128,396.0,5,0,1,0,1,197.0,48.0974,7.43744,1,2,1,1983,1,0,2,452.2,0,8,68038,0,680380000,6803800,68108,44,68,9.812000000000001,2,0.036199999999999996,378000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-generalimmo-2770,2,64,465.058,3,0,1,0,1,167.4,47.61221,7.57712,3,1,0,2018,1,1,56,1249.4,0,-757,68349,0,683490000,6834900,68403,44,68,12.8,46,0.037,265000.0,172000.0,179900.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag671791-285088319,3,44,56.846000000000004,2,0,0,1,0,241.0,48.0817,7.36978,4,1,1,1972,1,1,87,601.8,0,-1118,68066,402,680660402,6806601,68501,44,68,12.08,562,0.034,181000.0,172000.0,131500.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ag681158-324365409,0,130,2116.296,4,0,0,0,1,236.956,47.7597,7.32532,4,1,1,1954,1,0,147,1028.0,0,56,68224,1601,682241601,6822401,68701,44,68,9.22,388,0.086,118444.0,172000.0,194400.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054039E2CCVG,0,137,460.0,6,0,0,0,1,328.0,48.08729,7.48759,1,2,1,1986,2,0,2,556.8520000000001,0,22,68345,0,683450000,6834500,68000,44,68,8.26,1,0.04440000000000001,333900.0,318000.0,360968.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
ag671791-297457017,5,72,33.12,3,0,1,0,1,133.0,47.75915,7.34534,6,1,1,1965,1,1,11,1320.0,0,7,68224,401,682240401,6822401,68701,44,68,10.0,839,0.047,118444.0,172000.0,179900.0,160650.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-1_lerosenberg-1512,3,71,465.058,3,0,1,0,1,214.0,47.59726,7.58495,3,1,1,1980,1,0,40,1830.0,0,210,68149,101,681490101,6814901,68403,44,68,12.38,149,0.067,219500.0,172000.0,179900.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
nexity-GB00123519,2,78,2103.0,4,0,0,0,0,225.0,47.75703,7.32599,6,1,1,1950,1,0,124,2348.0,0,13,68224,1601,682241601,6822401,68701,44,68,9.22,388,0.131,118444.0,172000.0,194400.0,160650.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-118756865_HMOBER012-HMBOLD4-121M2-HMOBER012-HMBOLD4-121M2,0,121,538.2,5,0,0,0,0,247.4,47.96684,7.39393,2,3,1,1955,2,0,8,455.2,1,22,68242,0,682420000,6824200,68000,44,68,9.15,2,0.034,317000.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
rodacom-4426617,3,102,636.696,5,0,0,0,1,223.0,47.75276,7.31305,6,1,1,1970,1,0,596,2724.0,0,-900,68224,1802,682241802,6822401,68701,44,68,8.57,110,0.106,118444.0,172000.0,230000.0,160650.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-cpdelta-4,0,80,2091.8,4,0,0,0,1,302.0,47.74134,7.32071,5,1,1,1960,1,0,46,1846.986,0,72,68224,1002,682241002,6822401,68701,44,68,9.22,388,0.064,118444.0,172000.0,194400.0,150400.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-cdrieux-769,0,200,710.0,7,0,0,1,1,214.2,47.73909,7.1424,2,4,0,2004,2,0,8,668.0,0,497,68060,0,680600000,6806000,68110,44,68,7.824000000000001,1,0.0418,346000.0,318000.0,380000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-cdrieux-814,1,68,120.6,3,0,0,0,1,175.888,47.67083,7.16571,2,2,0,1994,1,0,14,1152.0,0,140,68018,0,680180000,6801800,68000,44,68,9.28,2,0.067,118000.0,172000.0,179900.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
hektor-1_lerosenberg-1573,1,84,465.058,3,0,0,1,0,197.0,47.57119,7.55086,4,1,1,1986,1,1,10,1100.0,0,195,68297,101,682970101,6829701,68403,44,68,12.32,405,0.051,220000.0,172000.0,179900.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-360307315-SOULTZMATT800LP110PP,0,110,580.0,5,0,0,0,0,233.4,47.96077,7.23881,2,2,0,1887,1,0,8,457.86800000000005,1,71,68318,0,683180000,6831800,68111,44,68,7.659999999999999,1,0.0462,348895.5,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
immo-facile-52470921,0,89,633.0,4,0,0,0,0,317.0,47.81312,7.18491,1,3,1,1957,1,0,18,177.4,0,-120,68063,103,680630103,6806301,68402,44,68,11.02,2,0.048,269700.0,318000.0,260000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
rodacom-4689923,2,63,51.2,2,0,0,1,0,91.0,48.07341,7.35646,2,1,1,2016,1,1,121,1800.0,0,56,68066,104,680660104,6806601,68501,44,68,12.08,562,0.051,181000.0,172000.0,131500.0,190000.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
safti-1-793302,2,102,110.8,4,0,0,0,1,149.0,47.74569,7.42031,4,1,0,1973,1,1,58,3396.0,0,17,68278,102,682780102,6827801,68701,44,68,9.88,28,0.061,160000.0,172000.0,194400.0,139000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
guy-hoquet-immo-facile-5004217,0,140,476.0,5,0,0,1,1,330.0,47.62746,7.23998,2,3,1,1920,2,0,5,690.0,0,63,68004,101,680040101,6800401,68206,44,68,11.59,1,0.078,286324.5,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
gedeon-24739262,0,66,175.4,3,0,0,0,1,174.2,48.07985,7.39431,3,2,1,2005,1,1,43,1572.274,1,21,68145,101,681450101,6814501,68501,44,68,10.29,29,0.028,219000.0,172000.0,179900.0,174000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-MAYAIMMO2020-690,2,76,464.2,3,0,0,0,1,248.0,47.52578,7.47759,2,1,1,1992,1,1,33,2160.0,0,-900,68120,0,681200000,6812000,68000,44,68,11.92,6,0.068,293000.0,172000.0,179900.0,190000.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ag681391-336532371,1,67,482.058,3,0,1,0,1,312.0,47.59686,7.48196,2,1,1,2000,1,1,59,1440.0,0,57,68042,0,680420000,6804200,68118,44,68,12.32,52,0.054,265000.0,172000.0,179900.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
hektor-sweethomeconseil-1139,0,112,150.0,6,0,0,1,1,200.0,47.75475,7.34335,3,2,0,2011,1,0,5,150.0,0,22,68224,402,682240402,6822401,68701,44,68,10.46,8,0.092,248000.0,318000.0,360968.0,315750.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag681495-361605778,0,114,300.0,5,0,0,0,1,220.8,48.06257,7.37518,2,2,1,1978,2,0,2,443.2,0,134,68066,301,680660301,6806601,68501,44,68,9.91,10,0.03,351970.0,318000.0,315000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
immo-facile-37295372,1,67,132.0,3,0,0,0,1,149.4,48.06909,7.35514,4,1,1,1962,1,1,100,2600.0,0,-928,68066,202,680660202,6806601,68501,44,68,10.63,512,0.054,181000.0,172000.0,179900.0,139000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
iad-france-1308985,0,110,545.0,6,0,0,0,0,309.0,48.10392,7.44025,1,2,0,1985,2,0,2,556.8520000000001,0,36,68038,0,680380000,6803800,68108,44,68,10.122,2,0.043199999999999995,378000.0,318000.0,360968.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
hektor-CGAIMMOBILIER-1073,0,98,307.0,5,0,0,0,1,75.0,47.75506,7.51852,2,2,1,2017,2,0,4,242.4,0,15,68144,0,681440000,6814400,68000,44,68,12.64,9,0.04079999999999999,360000.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
immo-facile-50822211,0,120,259.0,5,0,0,2,0,177.2,47.60815,7.53172,1,3,1,1970,2,0,32,740.728,0,8,68297,103,682970103,6829701,68403,44,68,13.3,14,0.046,450000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
immo-facile-51437984,0,215,727.0,6,0,1,0,1,119.0,47.5997,7.55239,1,6,1,2002,2,0,17,988.8,0,77,68297,108,682970108,6829701,68403,44,68,11.09,2,0.044,450000.0,318000.0,360968.0,310000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ag671791-287179976,0,71,551.0,4,0,1,0,1,304.0,47.74327,7.36567,4,1,1,1974,1,1,39,1640.0,0,11,68271,103,682710103,6827101,68701,44,68,10.51,43,0.09,169000.0,172000.0,194400.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-immo-wittenheim-3150,0,123,691.2,6,0,0,1,0,222.4,47.89542,7.21874,1,3,0,1988,2,0,7,676.8520000000001,0,-765,68315,101,683150101,6831501,68401,44,68,7.648000000000001,2,0.037,295200.0,318000.0,360968.0,310000.0,0.0,1.0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
immo-facile-37064601,0,47,56.846000000000004,2,0,0,0,1,221.0,48.0747,7.3629,3,1,1,2009,1,1,181,1044.2,0,-878,68066,103,680660103,6806601,68501,44,68,12.08,562,0.043,181000.0,172000.0,131500.0,174000.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
hektor-cpdelta-214,0,91,457.0,5,0,0,0,1,341.0,47.76277,7.29977,1,1,0,1970,1,0,2,553.2,0,15,68256,103,682560103,6825601,68701,44,68,9.79,1,0.044,299000.0,318000.0,315000.0,310000.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
iad-france-1178147,0,199,540.0,9,0,0,0,0,114.0,47.8812,7.21696,2,2,0,1950,2,0,2,500.0,0,22,68315,103,683150103,6831501,68401,44,68,6.9,1,0.0408,295200.0,318000.0,395000.0,323978.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054048E23BGY,3,47,56.846000000000004,2,0,0,0,1,194.0,48.07507,7.36276,4,1,1,1887,1,1,104,1212.0,0,28,68066,103,680660103,6806601,68501,44,68,12.08,562,0.039,181000.0,172000.0,131500.0,139000.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
orpi-1-054038E1IGA6,0,135,871.0,6,0,0,0,2,378.0,47.86179,7.35877,2,1,0,1977,2,0,5,796.8520000000001,0,-864,68082,0,680820000,6808200,68207,44,68,10.17,1,0.072,277500.0,318000.0,360968.0,323978.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
iad-france-1171706,2,92,464.35,4,0,1,0,0,163.0,48.08359,7.39762,2,1,1,1978,1,0,48,1269.14,0,64,68145,102,681450102,6814501,68501,44,68,10.24,8,0.046,219000.0,172000.0,194400.0,190000.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
mgc-118756865_DMH-DMHA-DMH-DMHA,0,100,392.2,5,0,0,0,0,226.2,47.73021,7.41971,2,3,1,1980,2,0,12,135.2,1,43,68118,0,681180000,6811800,68701,44,68,10.07,3,0.032,367250.0,318000.0,315000.0,323978.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
